shipment_id,vessel_imo,vessel_name,vessel_type,origin_port,origin_name,origin_country,dest_port,dest_name,material_code,material_name,material_category,quantity,unit,departure_dt,eta_planned,eta_actual,delay_hours,berth_start,unloading_end,customs_clear,factory_arrival,status,distance_nm,voyage_hours,berth_wait_hours,customs_hours,inland_hours,snapshot_date
SH-1195,IMO9800001,HANJIN SAEMANGEUM,벌크선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,789,톤,2025-04-28 08:33,2025-04-30 09:07,2025-04-30 09:07,0,2025-04-30 09:07,2025-04-30 13:07,2025-05-02 01:47,2025-05-02 03:38,통관중,680,48.6,0,36.7,1.8,2025-05-01
SH-1196,IMO9800002,KORYO DRAGON,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,3039,매,2025-04-29 10:40,2025-04-30 10:33,2025-04-30 10:33,0,2025-04-30 10:33,2025-05-01 01:45,2025-05-03 13:00,2025-05-03 14:15,하역중,430,23.9,0,59.3,1.2,2025-05-01
SH-1197,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,544,톤,2025-04-30 10:54,2025-05-01 15:52,2025-05-01 15:52,0,2025-05-01 19:52,2025-05-01 23:52,2025-05-02 18:43,2025-05-02 19:33,통관중,420,29.0,4,18.8,0.8,2025-05-02
SH-1198,IMO9800002,KORYO DRAGON,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1804,톤,2025-04-29 21:06,2025-05-01 11:26,2025-05-02 11:26,24,2025-05-02 13:26,2025-05-02 22:27,2025-05-05 09:57,2025-05-05 11:22,항해중,690,38.3,2,59.5,1.4,2025-05-02
SH-1199,IMO9800006,DONGBANG EXPRESS,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,941,톤,2025-04-30 04:37,2025-05-01 20:37,2025-05-01 20:37,0,2025-05-01 20:37,2025-05-02 01:19,2025-05-03 17:03,2025-05-03 18:32,하역중,680,40.0,0,39.7,1.5,2025-05-02
SH-1200,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1954,톤,2025-04-29 22:03,2025-05-01 04:38,2025-05-01 04:38,0,2025-05-01 04:38,2025-05-01 14:24,2025-05-03 08:15,2025-05-03 10:03,통관중,520,30.6,0,41.8,1.8,2025-05-02
SH-1201,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,881,톤,2025-05-01 18:43,2025-05-02 20:58,2025-05-02 20:58,0,2025-05-02 20:58,2025-05-03 01:22,2025-05-04 03:42,2025-05-04 05:40,하역중,420,26.2,0,26.3,2.0,2025-05-03
SH-1202,IMO9800002,KORYO DRAGON,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1111,톤,2025-05-01 07:58,2025-05-02 12:51,2025-05-02 12:51,0,2025-05-02 13:51,2025-05-02 19:25,2025-05-05 07:19,2025-05-05 08:29,통관중,520,28.9,1,59.9,1.2,2025-05-03
SH-1203,IMO9800003,YELLOW SEA STAR,벌크선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,584,톤,2025-05-02 00:26,2025-05-03 19:31,2025-05-03 23:31,4,2025-05-04 01:31,2025-05-04 05:31,2025-05-06 07:35,2025-05-06 08:41,입항대기,560,43.1,2,50.1,1.1,2025-05-04
SH-1204,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,486,톤,2025-05-02 06:02,2025-05-03 07:17,2025-05-03 07:17,0,2025-05-03 07:17,2025-05-03 11:17,2025-05-04 21:05,2025-05-04 21:50,통관중,480,25.3,0,33.8,0.8,2025-05-04
SH-1205,IMO9800004,GUNSAN GLORY,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1089,톤,2025-05-02 21:55,2025-05-04 06:25,2025-05-04 06:25,0,2025-05-04 06:25,2025-05-04 11:51,2025-05-10 04:18,2025-05-10 06:01,통관중,520,32.5,0,136.5,1.7,2025-05-05
SH-1206,IMO9800006,DONGBANG EXPRESS,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,1783,개,2025-04-30 16:58,2025-05-04 00:22,2025-05-04 00:22,0,2025-05-04 01:22,2025-05-04 10:17,2025-05-07 10:07,2025-05-07 11:36,통관중,1350,79.4,1,71.8,1.5,2025-05-05
SH-1207,IMO9800005,SUNRISE JEONBUK,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,326,톤,2025-05-03 16:23,2025-05-05 04:14,2025-05-05 04:14,0,2025-05-05 04:14,2025-05-05 08:14,2025-05-06 07:29,2025-05-06 09:13,통관중,520,35.9,0,23.2,1.7,2025-05-06
SH-1208,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1349,톤,2025-05-04 23:02,2025-05-06 04:16,2025-05-06 04:16,0,2025-05-06 04:16,2025-05-06 11:01,2025-05-09 00:10,2025-05-09 01:28,통관중,380,29.2,0,61.2,1.3,2025-05-07
SH-1209,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,406,톤,2025-05-05 03:22,2025-05-06 06:44,2025-05-06 06:44,0,2025-05-06 10:44,2025-05-06 14:44,2025-05-08 05:45,2025-05-08 07:14,통관중,520,27.4,4,39.0,1.5,2025-05-07
SH-1210,IMO9800006,DONGBANG EXPRESS,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,371,톤,2025-05-05 08:30,2025-05-07 00:30,2025-05-07 00:30,0,2025-05-07 00:30,2025-05-07 04:30,2025-05-07 22:52,2025-05-07 23:23,입고완료,680,40.0,0,18.4,0.5,2025-05-08
SH-1211,IMO9800007,WEST SEA PRIDE,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,941,개,2025-05-05 19:18,2025-05-07 00:11,2025-05-07 02:11,2,2025-05-07 02:11,2025-05-07 06:54,2025-05-09 01:39,2025-05-09 02:28,통관중,390,28.9,0,42.8,0.8,2025-05-08
SH-1212,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1990,톤,2025-05-05 19:28,2025-05-07 01:28,2025-05-07 01:28,0,2025-05-07 03:28,2025-05-07 13:25,2025-05-08 04:58,2025-05-08 06:27,통관중,390,30.0,2,15.5,1.5,2025-05-08
SH-1213,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,6161,개,2025-05-07 09:39,2025-05-08 14:53,2025-05-08 14:53,0,2025-05-08 14:53,2025-05-09 21:41,2025-05-12 09:50,2025-05-12 10:21,하역중,380,29.2,0,60.1,0.5,2025-05-09
SH-1214,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,3446,매,2025-05-07 17:02,2025-05-08 20:56,2025-05-08 20:56,0,2025-05-09 04:56,2025-05-09 22:10,2025-05-12 07:24,2025-05-12 07:56,입항대기,530,27.9,8,57.2,0.5,2025-05-09
SH-1215,IMO9800007,WEST SEA PRIDE,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,497,톤,2025-05-06 20:59,2025-05-08 04:05,2025-05-08 04:05,0,2025-05-08 08:05,2025-05-08 12:05,2025-05-09 13:12,2025-05-09 13:48,통관중,420,31.1,4,25.1,0.6,2025-05-09
SH-1216,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1100,톤,2025-05-07 03:19,2025-05-08 17:11,2025-05-08 17:11,0,2025-05-08 17:11,2025-05-08 22:41,2025-05-10 04:40,2025-05-10 05:15,통관중,530,37.9,0,30.0,0.6,2025-05-09
SH-1217,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,980,톤,2025-05-08 03:57,2025-05-09 02:35,2025-05-09 04:35,2,2025-05-09 04:35,2025-05-09 09:29,2025-05-10 14:36,2025-05-10 15:30,통관중,430,22.6,0,29.1,0.9,2025-05-10
SH-1218,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1112,톤,2025-05-08 13:07,2025-05-09 17:56,2025-05-09 17:56,0,2025-05-09 18:56,2025-05-10 00:30,2025-05-10 18:08,2025-05-10 19:38,하역중,490,28.8,1,17.6,1.5,2025-05-10
SH-1219,IMO9800001,HANJIN SAEMANGEUM,벌크선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1711,톤,2025-05-07 10:17,2025-05-09 11:34,2025-05-09 11:34,0,2025-05-09 11:34,2025-05-09 20:08,2025-05-11 12:00,2025-05-11 13:00,통관중,690,49.3,0,39.9,1.0,2025-05-10
SH-1220,IMO9800004,GUNSAN GLORY,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1946,톤,2025-05-08 12:56,2025-05-09 13:18,2025-05-09 13:18,0,2025-05-09 14:18,2025-05-10 00:02,2025-05-11 18:47,2025-05-11 19:51,하역중,390,24.4,1,42.7,1.1,2025-05-10
SH-1221,IMO9800006,DONGBANG EXPRESS,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,1385,톤,2025-05-06 22:09,2025-05-10 06:09,2025-05-10 06:09,0,2025-05-10 07:09,2025-05-10 14:04,2025-05-14 10:25,2025-05-14 11:50,통관중,1360,80.0,1,92.4,1.4,2025-05-11
SH-1222,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,8833,매,2025-05-09 07:57,2025-05-10 13:11,2025-05-10 13:11,0,2025-05-10 14:11,2025-05-12 10:21,2025-05-14 11:00,2025-05-14 11:48,하역중,380,29.2,1,48.6,0.8,2025-05-11
SH-1223,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,803,톤,2025-05-10 16:31,2025-05-11 23:07,2025-05-12 03:07,4,2025-05-12 05:07,2025-05-12 09:08,2025-05-14 03:53,2025-05-14 05:47,항해중,520,30.6,2,42.8,1.9,2025-05-12
SH-1224,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,3612,매,2025-05-10 07:24,2025-05-11 21:16,2025-05-11 21:16,0,2025-05-11 22:16,2025-05-12 16:19,2025-05-13 06:06,2025-05-13 06:40,하역중,530,37.9,1,13.8,0.6,2025-05-12
SH-1225,IMO9800007,WEST SEA PRIDE,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1232,톤,2025-05-11 02:20,2025-05-12 06:29,2025-05-12 06:29,0,2025-05-12 08:29,2025-05-12 14:38,2025-05-14 15:07,2025-05-14 16:51,통관중,380,28.1,2,48.5,1.7,2025-05-13
SH-1226,IMO9800007,WEST SEA PRIDE,벌크선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1810,톤,2025-05-10 06:21,2025-05-12 08:43,2025-05-12 12:43,4,2025-05-12 12:43,2025-05-12 21:46,2025-05-15 14:04,2025-05-15 15:34,통관중,680,50.4,0,64.3,1.5,2025-05-13
SH-1227,IMO9800004,GUNSAN GLORY,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1878,톤,2025-05-12 01:41,2025-05-13 10:48,2025-05-13 10:48,0,2025-05-13 11:48,2025-05-13 21:11,2025-05-15 06:29,2025-05-15 07:59,통관중,530,33.1,1,33.3,1.5,2025-05-14
SH-1228,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1500,톤,2025-05-12 07:02,2025-05-13 23:45,2025-05-13 23:45,0,2025-05-14 03:45,2025-05-14 11:15,2025-05-15 08:30,2025-05-15 09:58,입항대기,570,40.7,4,21.3,1.5,2025-05-14
SH-1229,IMO9800005,SUNRISE JEONBUK,벌크선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,367,톤,2025-05-11 14:24,2025-05-13 00:12,2025-05-13 00:12,0,2025-05-13 02:12,2025-05-13 06:12,2025-05-14 11:54,2025-05-14 13:16,통관중,490,33.8,2,29.7,1.4,2025-05-14
SH-1230,IMO9800005,SUNRISE JEONBUK,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1561,톤,2025-05-12 21:23,2025-05-14 06:29,2025-05-14 06:29,0,2025-05-14 08:29,2025-05-14 16:18,2025-05-17 07:24,2025-05-17 08:01,통관중,480,33.1,2,63.1,0.6,2025-05-15
SH-1231,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1164,톤,2025-05-14 10:32,2025-05-15 14:46,2025-05-15 14:46,0,2025-05-15 15:46,2025-05-15 21:35,2025-05-17 11:27,2025-05-17 12:49,통관중,480,28.2,1,37.9,1.4,2025-05-16
SH-1232,IMO9800002,KORYO DRAGON,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1032,톤,2025-05-14 04:15,2025-05-15 07:28,2025-05-15 07:28,0,2025-05-15 07:28,2025-05-15 12:38,2025-05-20 22:14,2025-05-21 00:09,통관중,490,27.2,0,129.6,1.9,2025-05-16
SH-1233,IMO9800002,KORYO DRAGON,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,980,톤,2025-05-15 07:37,2025-05-16 14:44,2025-05-16 14:44,0,2025-05-16 15:44,2025-05-16 20:38,2025-05-19 01:15,2025-05-19 02:18,통관중,560,31.1,1,52.6,1.0,2025-05-17
SH-1234,IMO9800004,GUNSAN GLORY,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,942,매,2025-05-12 19:06,2025-05-16 07:28,2025-05-16 13:28,6,2025-05-16 13:28,2025-05-16 18:11,2025-05-18 14:06,2025-05-18 14:45,통관중,1350,84.4,0,43.9,0.6,2025-05-17
